record_number,name,birth_year,death_year,details,active_date,title,technique,medium
b13014717,"Copley, John Singleton",1738,1815,None,,Dr. Edward Tully.,painting,oil on canvas.
b13014730,"Copley, John Singleton",1738,1815,None,,Thomas Flucker.,painting,oil on canvas.
b11338866,"Copley, John Singleton",1738,1815,None,,Joseph Mann.,painting,oil on canvas.
b11338878,"Copley, John Singleton",1738,1815,None,,Jacob Fowle.,painting,None
b11339056,"Copley, John Singleton",1738,1815,None,,Samuel Verplanck.,painting,oil on canvas.
b11339147,"Copley, John Singleton",1738,1815,None,,"Robert Hyde, Esq., of Hyde.",painting,oil on canvas.
b12106690,"Copley, John Singleton",1738,1815,None,,Henry White.,painting,oil on canvas (rebacked).
b13014742,"Copley, John Singleton",1738,1815,None,,"Theodore Atkinson, Jr.",painting,oil on canvas.
b13014754,"Copley, John Singleton",1738,1815,None,,Admiral James Gambier.,painting,oil on canvas.
b13014766,"Copley, John Singleton",1738,1815,None,,Unknown Officer.,painting,oil on canvas.
b13014778,"Copley, John Singleton",1738,1815,None,,William Brattle.,painting,oil on canvas.
b1301478x,"Copley, John Singleton",1738,1815,None,,Colonel John Montresor.,painting,oil on canvas.
b13014791,"Copley, John Singleton",1738,1815,None,,Nathaniel Hurd.,painting,None
b1301464x,"Copley, John Singleton",1738,1815,None,,Captain Robert Orme.,painting,oil on canvas.
b10978094,"Copley, John Singleton",1738,1815,None,,"Thomas Flucker, Esquire.",painting,oil on canvas.
b11654338,"Copley, John Singleton",1738,1815,None,,Self-Portrait.,painting,oil on canvas.
b11547650,"Copley, John Singleton",1738,1815,None,,Henry Barnes.,painting,oil on canvas.
b11302550,"Copley, John Singleton",1738,1815,None,,William Hope Vere.,painting,None
b11969532,"Copley, John Singleton",1738,1815,None,,Admiral Samuel Barrington.,painting,oil on canvas.
b1200859x,"Copley, John Singleton",1738,1815,None,,Lord Cornwallis.,painting,oil on canvas.
b10832877,"Copley, John Singleton",1738,1815,None,,Governor Thomas Pownall.,painting,oil on canvas.
b1301481x,"Copley, John Singleton",1738,1815,None,,Benjamin West.,painting,None
b10231468,"Copley, John Singleton",1738,1815,None,,Self-Portrait.,painting,oil on canvas.
b13014833,"Copley, John Singleton",1738,1815,None,,Reverend Edward Barnard.,painting,oil on canvas.
b11491887,"Copley, John Singleton",1738,1815,None,,Theophilus Parsons.,painting,oil on canvas.
b10236156,"Copley, John Singleton",1738,1815,None,,John Quincy Adams.,painting,oil on canvas.
b13014845,"Copley, John Singleton",1738,1815,None,,Reverend Myles Cooper (1735-1785).,painting,oil on canvas.
b13014857,"Copley, John Singleton",1738,1815,None,,Henry Laurens.,painting,None
b11325161,"Copley, John Singleton",1738,1815,None,,John Spooner.,painting,oil on canvas.
b11491930,"Copley, John Singleton",1738,1815,None,,Portrait of a Man.,painting,oil on canvas.
b11457818,"Copley, John Singleton",1738,1815,None,,Rufus Greene.,painting,oil on canvas.
b13014882,"Copley, John Singleton",1738,1815,None,,Dr. Mather Byles.,painting,oil on canvas.
b13014894,"Copley, John Singleton",1738,1815,None,,Winslow Warren.,painting,oil on canvas.
b13014900,"Copley, John Singleton",1738,1815,None,,Daniel Henchman.,painting,oil on canvas.
b10798407,"Copley, John Singleton",1738,1815,None,,Philip Freneau.,painting,oil on canvas.
b13014912,"Copley, John Singleton",1738,1815,None,,John Hancock.,painting,oil on canvas.
b13014924,"Copley, John Singleton",1738,1815,None,,Norton Joseph Knatchbull.,painting,oil on canvas.
b10235929,"Copley, John Singleton",1738,1815,None,,"Richard, Earl Howe.",painting,oil on canvas.
b13014936,"Copley, John Singleton",1738,1815,None,,Reverend Thomas Logan.,painting,oil on canvas.
b13014948,"Copley, John Singleton",1738,1815,None,,Reverend Arthur Browne.,painting,oil on canvas.
b1301495x,"Copley, John Singleton",1738,1815,None,,Jonathan Jackson.,painting,oil on canvas.
b10798523,"Copley, John Singleton",1738,1815,None,,John Hancock.,painting,oil on canvas.
b13014985,"Copley, John Singleton",1738,1815,None,,Portrait of a Member of the Sargent Family.,painting,oil on canvas.
b13014997,"Copley, John Singleton",1738,1815,None,,Samuel Griffin.,painting,oil on canvas.
b10798444,"Copley, John Singleton",1738,1815,None,,The Rev. Samuel Cooper.,painting,oil on canvas.
b1301500x,"Copley, John Singleton",1738,1815,None,,John Rogers.,painting,oil on canvas.
b13015011,"Copley, John Singleton",1738,1815,None,,Alexander MacWhorter.,painting,None
b13015035,"Copley, John Singleton",1738,1815,None,,James Allen.,painting,oil on canvas.
b13015047,"Copley, John Singleton",1738,1815,None,,John Newton.,painting,oil on canvas.
b10513942,"Copley, John Singleton",1738,1815,None,,Myles Cooper.,painting,oil on panel.
b13015059,"Copley, John Singleton",1738,1815,None,,Thomas Cushing.,painting,None
b13015060,"Copley, John Singleton",1738,1815,None,,General Picton.,painting,oil on canvas.
b13015084,"Copley, John Singleton",1738,1815,None,,"Richard, Earl Howe.",painting,oil on canvas.
b10942968,"Copley, John Singleton",1738,1815,None,,John Richards.,painting,oil on canvas.
b13015102,"Copley, John Singleton",1738,1815,None,,Earl Spencer.,painting,oil on canvas.
b13015114,"Copley, John Singleton",1738,1815,None,,Joseph Warren.,painting,None
b13015126,"Copley, John Singleton",1738,1815,None,,Possible Portrait of Joseph Gerrish.,painting,oil on canvas.
b13015138,"Copley, John Singleton",1738,1815,None,,Jabez Bowen.,painting,oil on canvas.
b1301514x,"Copley, John Singleton",1738,1815,None,,Lord Dudley and Ward.,painting,oil on canvas.
b13015163,"Copley, John Singleton",1738,1815,None,,Admiral Keppel.,painting,oil on canvas.
b13015175,"Copley, John Singleton",1738,1815,None,,The Earl of Leicester.,painting,oil on canvas.
b13015187,"Copley, John Singleton",1738,1815,None,,"The Honourable Samuel Barrington (1729-1800), Admiral.",painting,oil on canvas.
b13015199,"Copley, John Singleton",1738,1815,None,,"Sketch for Adam, Viscount Duncan, Admiral of the White.",painting,oil on canvas.
b11900775,"Copley, John Singleton",1738,1815,None,,General Haldimand.,painting,oil on canvas.
b11673163,"Copley, John Singleton",1738,1815,None,,Colonel Duchenhausen.,painting,oil on canvas.
b13015217,"Copley, John Singleton",1738,1815,None,,Portrait of Colonel Herries.,painting,oil on canvas.
b13015205,"Copley, John Singleton",1738,1815,None,,British Soldier.,painting,oil on canvas.
b12042389,"Copley, John Singleton",1738,1815,None,,Major General de la Motte.,painting,oil on canvas.
b12814210,"Copley, John Singleton",1738,1815,None,,Mrs. Andrew Tyler (Mary Richards) (born 1731) of Dedham.,drawing,pastel.
b13015229,"Copley, John Singleton",1738,1815,None,,Mrs. Jeremiah Lee.,painting,oil on canvas.
b13739360,"Copley, John Singleton",1738,1815,None,,Mrs. Daniel Hubbard (Mary Greene).,painting,oil on canvas.
b1080528x,"Copley, John Singleton",1738,1815,None,,Mrs. John Murray (Judith Sargent).,painting,oil on canvas.
b10897318,"Copley, John Singleton",1738,1815,None,,Mrs. Thomas Hooper (Mary Heron).,painting,oil on canvas.
b13015400,"Copley, John Singleton",1738,1815,None,,Mrs. Jerathmael Bowers (Mary Sherburne).,painting,oil on canvas.
b10776606,"Copley, John Singleton",1738,1815,None,,Mrs. Daniel Sargent (Mary Turner).,painting,oil on canvas.
b11959010,"Copley, John Singleton",1738,1815,None,,Mrs. Thaddeus Burr (Eunice Dennie).,painting,oil on canvas.
b11654806,"Copley, John Singleton",1738,1815,None,,Mrs. Gardiner Greene (Elizabeth Clarke Copley).,painting,oil on canvas.
b11898732,"Copley, John Singleton",1738,1815,None,,Mrs. John Amory (Katherine Greene).,painting,oil on canvas.
b11896577,"Copley, John Singleton",1738,1815,None,,"Mrs. Benjamin Blackstone, Jr. (Eleanor Phipps).",painting,oil on canvas.
b11256849,"Copley, John Singleton",1738,1815,None,,Mrs. Isaac Smith (Elizabeth Storer).,painting,oil on canvas.
b13015412,"Copley, John Singleton",1738,1815,None,,Mrs. William Eppes (Abigail Pickman).,painting,oil on canvas.
b13015424,"Copley, John Singleton",1738,1815,None,,Mrs. William Stephens Smith (Abigail Adams).,painting,oil on canvas.
b13015436,"Copley, John Singleton",1738,1815,None,,Mrs. John Murray (Lucretia Chandler).,painting,oil on canvas.
b10994531,"Copley, John Singleton",1738,1815,None,,Mrs. Samuel Waldo (Sarah Erving).,painting,oil on canvas.
b13015448,"Copley, John Singleton",1738,1815,None,,Mrs. William Stevens (Elizabeth Allen).,painting,oil on canvas.
b11256837,"Copley, John Singleton",1738,1815,None,,Mrs. Joseph Mann (Bethia Torrey).,painting,oil on canvas.
b12858432,"Copley, John Singleton",1738,1815,None,,Mrs. Thomas Gage (Margaret Kemble).,painting,oil on canvas.
b13015230,"Copley, John Singleton",1738,1815,None,,Rebecca Boylston (Mrs. Moses Gill).,painting,None
b13015242,"Copley, John Singleton",1738,1815,None,,Lady Wentworth.,painting,oil on canvas.
b13015254,"Copley, John Singleton",1738,1815,None,,Portrait of Mrs. John Greene (Catherine Greene).,painting,oil on canvas.
b13015266,"Copley, John Singleton",1738,1815,None,,Portrait of Mrs. Roland Cotton (Deborah Mason).,painting,oil on canvas.
b10231596,"Copley, John Singleton",1738,1815,None,,Mrs. Gayton (Miss Legge).,painting,oil on canvas.
b13015278,"Copley, John Singleton",1738,1815,None,,Miss Carr.,painting,oil on canvas.
b1204605x,"Copley, John Singleton",1738,1815,None,,Elizabeth Gray Otis (Mrs. Samuel Alleyne Otis).,painting,oil on canvas.
b10805606,"Copley, John Singleton",1738,1815,None,,Mrs. Henderson Inches (Sarah Jackson).,painting,oil on canvas.
b1301528x,"Copley, John Singleton",1738,1815,None,,Portrait of Mrs. Benjamin Pickman (Mary Toppan).,painting,oil on canvas.
b13015291,"Copley, John Singleton",1738,1815,None,,Mrs. Joseph Hooper (Mary Harris).,painting,oil on canvas.
b11256862,"Copley, John Singleton",1738,1815,None,,Elizabeth Ross (Mrs. William Tyng).,painting,oil on canvas.
b1301531x,"Copley, John Singleton",1738,1815,None,,Ann Tyng (Mrs. Thomas Smelt).,painting,oil on canvas.
b13015321,"Copley, John Singleton",1738,1815,None,,Sarah Prince (Mrs. Moses Gill).,painting,oil on canvas.
b13015333,"Copley, John Singleton",1738,1815,None,,Mrs. Thomas Greene (Martha Coit).,painting,oil on canvas.
b1052874x,"Copley, John Singleton",1738,1815,None,,Mrs. Arthur Browne (Ann Gardiner).,painting,oil on canvas.
b12814209,"Copley, John Singleton",1738,1815,None,,Mrs. George Watson (Elizabeth Oliver).,painting,oil on canvas.
b13015345,"Copley, John Singleton",1738,1815,None,,Mrs. Timothy Rogers (Lucy Boylston).,painting,oil on canvas.
b13015357,"Copley, John Singleton",1738,1815,None,,Dorothy Murray (Mrs. John Forbes).,painting,oil on canvas.
b13015369,"Copley, John Singleton",1738,1815,None,,Mrs. John Gray (Mary Otis).,painting,oil on canvas.
b13015370,"Copley, John Singleton",1738,1815,None,,Mrs. Joseph Warren (Elizabeth Hooton).,painting,None
b13015382,"Copley, John Singleton",1738,1815,None,,Mrs. Joseph Scott (Freelove Olney).,painting,oil on canvas.
b11997503,"Copley, John Singleton",1738,1815,None,,Alice Hooper (Mrs. Jacob Fowle).,painting,oil on canvas.
b13015394,"Copley, John Singleton",1738,1815,None,,"Mrs. Jonathan Belcher, Jr. (Abigail Allen).",painting,oil on canvas.
b10450130,"Copley, John Singleton",1738,1815,None,,Mrs. Woodbury Langdon (Sarah Sherburne).,painting,oil on canvas.
b11256850,"Copley, John Singleton",1738,1815,None,,Mrs. Thomas Marshall (Lucy Allen).,painting,oil on canvas.
b11997400,"Copley, John Singleton",1738,1815,None,,Mrs. Benjamin Beale (Ann Copland).,painting,oil on canvas.
b10798316,"Copley, John Singleton",1738,1815,None,,Mrs. Adam Babcock (Abigail Smith).,painting,oil on canvas.
b1023164x,"Copley, John Singleton",1738,1815,None,,Portrait Said to Represent Mrs. Seymour Fort.,painting,oil on canvas.
b10231481,"Copley, John Singleton",1738,1815,None,,Mrs. Daniel Denison Rogers.,painting,oil on canvas.
b11256825,"Copley, John Singleton",1738,1815,None,,Mrs. Thomas Boylston Sr. (Sarah Morecock).,painting,oil on canvas mounted on masonite.
b1301545x,"Copley, John Singleton",1738,1815,None,,"Mrs. Alexander Cumming, née Elizabeth Goldthwaite, later Mrs. John Bacon.",painting,oil on canvas.
b10150493,"Copley, John Singleton",1738,1815,None,,Mrs. Robert Hooper (Hannah White).,painting,oil on canvas.
b13015461,"Copley, John Singleton",1738,1815,None,,Mrs. Samuel Quincy (Hannah Hill).,painting,oil on canvas.
b11256813,"Copley, John Singleton",1738,1815,None,,Mrs. Nathaniel Appleton (Margaret Gibbs).,painting,oil on canvas.
b13015473,"Copley, John Singleton",1738,1815,None,,Mrs. James Warren (Mercy Otis).,painting,oil on canvas.
b13015485,"Copley, John Singleton",1738,1815,None,,Mrs. Richard Skinner (Dorothy Wendell).,painting,oil on canvas.
b11256801,"Copley, John Singleton",1738,1815,None,,Mrs. John Powell (Anna Susan Dummer).,painting,oil on canvas.
b13015497,"Copley, John Singleton",1738,1815,None,,Mrs. Epes Sargent Jr. (Catherine Osborne).,painting,oil on canvas.
b13015515,"Copley, John Singleton",1738,1815,None,,Mrs. Benjamin Clark (Miriam Kilby).,painting,oil on canvas.
b13015527,"Copley, John Singleton",1738,1815,None,,Mrs. Nathaniel Ellery (Ann Sargent).,painting,None
b13015539,"Copley, John Singleton",1738,1815,None,,Mrs. Sylvanus Bourne (Mercy Gorham).,painting,oil on canvas.
b13015540,"Copley, John Singleton",1738,1815,None,,Mrs. Samuel Phillips Savage (Sarah Tyler).,painting,None
b13015552,"Copley, John Singleton",1738,1815,None,,Mrs. Moses Gill (Rebecca Boylston).,painting,None
b11256795,"Copley, John Singleton",1738,1815,None,,Mrs. James Russell (Katherine Graves).,painting,oil on canvas.
b13015564,"Copley, John Singleton",1738,1815,None,,Dorothy Quincy (Mrs. John Hancock).,painting,oil on canvas.
b13015576,"Copley, John Singleton",1738,1815,None,,Hannah Loring (Mrs. Joshua Winslow).,painting,oil on canvas.
b11661926,"Copley, John Singleton",1738,1815,None,,Portrait of a Lady in a Blue Dress.,painting,oil on canvas.
b11256783,"Copley, John Singleton",1738,1815,None,,Mrs. Joseph Calif (Hannah Jordan).,painting,oil on canvas.
b13015588,"Copley, John Singleton",1738,1815,None,,Mrs. Michael Gill (Relief Dowse).,painting,oil on canvas.
b1301559x,"Copley, John Singleton",1738,1815,None,,Mrs. Ezekiel Goldthwait (Elizabeth Lewis).,painting,oil on canvas.
b13015606,"Copley, John Singleton",1738,1815,None,,Mrs. James Otis (Mary Alleyne).,painting,oil on canvas.
b13015618,"Copley, John Singleton",1738,1815,None,,Mrs. Samuel Greenwood (Mary Charnock).,painting,None
b1301562x,"Copley, John Singleton",1738,1815,None,,Mrs. John Barrett (Sarah Gerrish).,painting,oil on canvas.
b11256655,"Copley, John Singleton",1738,1815,None,,Mrs. Metcalf Bowler (Anne Fairchild Bowler).,painting,oil on canvas.
b13015631,"Copley, John Singleton",1738,1815,None,,Mrs. John Winthrop (Hannah Fayerweather).,painting,oil on canvas.
b13015643,"Copley, John Singleton",1738,1815,None,,Mrs. Luke Babcock (Rhoda Cranston).,painting,oil on canvas.
b11256618,"Copley, John Singleton",1738,1815,None,,Mrs. Isaac Royall (Elizabeth McIntosh).,painting,oil on canvas.
b13015667,"Copley, John Singleton",1738,1815,None,,Mrs. Ebenezer Austin (Mary Smith).,painting,oil on canvas.
b12029981,"Copley, John Singleton",1738,1815,None,,Mrs. Paul Richard (Elizabeth Garland).,painting,oil on canvas.
b11256539,"Copley, John Singleton",1738,1815,None,,"Portrait of Sarah Allen, née Sargent (1729-1792).",painting,oil on canvas.
b13015679,"Copley, John Singleton",1738,1815,None,,Mrs. James Smith (Elizabeth Murray).,painting,oil on canvas.
b13015680,"Copley, John Singleton",1738,1815,None,,Mrs. John Powell (Anna Susan Dummer).,painting,oil on canvas.
b10848708,"Copley, John Singleton",1738,1815,None,,Mrs. Daniel Rogers (Elizabeth Gorham).,painting,oil on canvas.
b10785188,"Copley, John Singleton",1738,1815,None,,Mrs. Samuel Waldo (Griselda Oliver).,painting,oil on canvas.
b13015771,"Copley, John Singleton",1738,1815,None,,Mrs. John Hay (Catherine Farnham).,painting,oil on canvas.
b10798420,"Copley, John Singleton",1738,1815,None,,Mrs. Rufus Greene (Katherine Stanbridge).,painting,oil on canvas.
b13015801,"Copley, John Singleton",1738,1815,None,,Mrs. Roger Morris (Mary Philipse).,painting,oil on canvas.
b11913526,"Copley, John Singleton",1738,1815,None,,Mrs. Ralph Izard (Alice Delancey).,painting,oil on canvas.
b13015813,"Copley, John Singleton",1738,1815,None,,Mrs. Thomas Amory (Elizabeth Coffin).,painting,oil on canvas.
b13015709,"Copley, John Singleton",1738,1815,None,,Mrs. Benjamin Davis (Anstice Greenleaf).,painting,oil on canvas.
b13015722,"Copley, John Singleton",1738,1815,None,,Elizabeth Oliver (Mrs. Edward Lyde).,painting,oil on canvas.
b13015734,"Copley, John Singleton",1738,1815,None,,Mrs. Arthur Browne (Mary Cox).,painting,oil on canvas.
b10903203,"Copley, John Singleton",1738,1815,None,,Mrs. Edward Watts (Mary Oxnard).,painting,oil on canvas.
b13015746,"Copley, John Singleton",1738,1815,None,,Mrs. Samuel Livermore (Jane Browne).,painting,oil on canvas.
b13015758,"Copley, John Singleton",1738,1815,None,,Mrs. John Singleton Copley (Susanna Farnham Clarke).,painting,None
b10798377,"Copley, John Singleton",1738,1815,None,,"Mrs. Charles McEvers, Sr. (Mary Verplanck).",painting,oil on canvas.
b10931090,"Copley, John Singleton",1738,1815,None,,Mrs. William Walter (Lydia Lynde).,painting,oil on canvas mounted on Masonite.
